date,open,high,low,close,volume,dividends,stock_splits,Mkt-RF,SMB,HML,RMW,CMA,RF,ads_index,SP500,BAMLH0A0HYM2,BAMLH0A0HYM2EY,CBBTCUSD,CBETHUSD,DAAA,DBAA,DCOILBRENTEU,DCOILWTICO,DEXJPUS,DEXUSEU,DEXUSUK,DHHNGSP,T10Y3M,T10YIE,USRECD,USRECDM,USRECDP,VIXCLS,close_lag1,close_lag3,close_lag5,open_lag1,open_lag3,open_lag5,high_lag1,high_lag3,high_lag5,low_lag1,low_lag3,low_lag5,close_ma5,close_ma10,close_vol5,close_vol10,close_SP500_product,close_SP500_ratio,close_VIXCLS_product,close_VIXCLS_ratio,SP500_VIXCLS_product,SP500_VIXCLS_ratio,RSI,MACD,MACD_signal,MA20,BB_upper,BB_lower
2017-10-27,51.42217164649897,53.04964206600192,51.215682208301246,51.55583953857422,103682000.0,0.0,0.0,0.82,-0.05,-0.96,0.08,-1.22,0.004,0.610785,2581.07,3.44,5.51,5780.0,297.59,3.63,3.99,59.19,53.92,113.82,1.158,1.3108,2.78,1.32,1.88,0.0,0.0,0.0,9.8,49.44855499267578,49.30241775512695,50.129371643066406,49.80018520402693,49.203164774785364,50.22812613084032,50.20119265952339,49.34082439280619,50.30792654557163,49.40117171245865,48.73332750595986,49.989714258055976,49.78253021240234,50.02901992797852,0.9987890626010187,0.7300269942422396,133069.23075782775,0.019974599425365534,505.24722747802736,5.260794584757996,25294.486000000004,263.3742210467132,68.57528813346515,0.6058673641833394,0.6242065320010779,49.664572143554686,51.31409183641016,48.015052450699216
2017-10-30,51.33089649724066,51.863079396823125,50.99024068806523,51.528907775878906,46804000.0,0.0,0.0,-0.46,-0.79,-0.04,-0.57,-0.29,0.004,0.582994,2572.83,3.49,5.5,6124.16,306.87,3.58,3.99,59.19,54.11,113.26,1.1626,1.3195,2.94,1.25,1.87,0.0,0.0,0.0,10.5,51.55583953857422,49.45055389404297,49.1552848815918,51.42217164649897,49.19169246799663,50.13485776204499,53.04964206600192,49.59868562987039,50.16528473981367,51.215682208301246,48.76525054682843,49.033584581066776,50.25725479125977,50.14762649536133,1.1747232787575554,0.8696716322828538,132575.1197930145,0.02002810429589124,541.0535316467285,4.907510352454798,27014.715,245.03119520838553,71.11135586699316,0.6920712373011213,0.6377794730610866,49.828316879272464,51.53737454131336,48.119259217231566
2017-10-31,51.522423913198075,51.92143361370086,51.18824848486754,51.524417877197266,30326000.0,0.0,0.0,0.23,0.77,-0.25,-0.2,0.13,0.004,0.571919,2575.26,3.51,5.56,6445.01,303.51,3.58,3.99,59.19,54.36,113.63,1.1648,1.3281,2.84,1.23,1.88,0.0,0.0,0.0,10.18,51.528907775878906,49.44855499267578,49.30241775512695,51.33089649724066,49.80018520402693,49.203164774785364,51.863079396823125,50.20119265952339,49.34082439280619,50.99024068806523,49.40117171245865,48.73332750595986,50.70165481567383,50.257554626464845,1.1430694137841388,0.9720916430049429,132688.77238243105,0.020007462422094325,524.5185739898682,5.061332737118851,26216.146800000002,252.97224658914877,65.28427646217891,0.7513648640677815,0.6604965512624257,49.980340576171876,51.726395789784085,48.23428536255967
2017-11-01,51.68801617968833,52.263590652733676,51.57230157374721,52.00123977661133,43262000.0,0.0,0.0,0.05,-0.8,0.08,-0.01,-0.06,0.004,0.559984,2579.36,3.48,5.54,6783.69,290.82,3.56,3.99,59.19,54.32,114.04,1.1618,1.3257,2.68,1.19,1.88,0.0,0.0,0.0,10.2,51.524417877197266,51.55583953857422,49.45055389404297,51.522423913198075,51.42217164649897,49.19169246799663,51.92143361370086,53.04964206600192,49.59868562987039,51.18824848486754,51.215682208301246,48.76525054682843,51.2117919921875,50.406486129760744,1.0060937579567193,1.118460612786067,134129.9178302002,0.02016052027441153,530.4126457214355,5.09815576422095,26309.471999999998,252.87818345276136,68.63147188997016,0.8272944967975704,0.6938561403694546,50.16942253112793,51.93160752150026,48.407237540755595
2017-11-02,51.87105742948258,52.146875152960966,51.30595511548953,52.01968765258789,26694000.0,0.0,0.0,0.06,0.02,0.5,-0.25,0.29,0.004,0.548558,2579.85,3.52,5.56,7039.98,285.4,3.53,3.99,59.19,54.55,113.84,1.1672,1.3068,2.68,1.18,1.87,0.0,0.0,0.0,9.93,52.00123977661133,51.528907775878906,49.44855499267578,51.68801617968833,51.33089649724066,49.80018520402693,52.263590652733676,51.863079396823125,50.20119265952339,51.57230157374721,50.99024068806523,49.40117171245865,51.72601852416992,50.61162757873535,0.26002146539816884,1.2132667421829915,134202.99119052888,0.02016384187101943,516.5554983901977,5.238633964375453,25617.910499999998,259.8033637428361,68.03500380408323,0.8788272932102359,0.730850370937611,50.31351566314697,52.18823313975041,48.438798186543536
2017-11-03,52.00871810393824,52.40324137859067,51.754346903291136,52.36982345581055,27770000.0,0.0,0.0,0.31,-0.54,-0.72,-0.15,-0.08,0.004,0.537638,2587.84,3.52,5.56,7170.01,306.0,3.53,3.99,59.19,55.63,114.25,1.1616,1.3067,2.75,1.16,1.86,0.0,0.0,0.0,9.14,52.01968765258789,51.524417877197266,51.55583953857422,51.87105742948258,51.522423913198075,51.42217164649897,52.146875152960966,51.92143361370086,53.04964206600192,51.30595511548953,51.18824848486754,51.215682208301246,51.888815307617186,50.835672760009764,0.361750808303787,1.3167664608316254,135524.72393188477,0.02023688607233897,478.6601863861084,5.72973371536908,23652.857600000003,283.1331694385455,69.75694894732881,0.9371179266315295,0.7721038820763947,50.45404262542725,52.50388301932442,48.40420223153008
2017-11-06,52.32543620732043,52.49950469935968,51.97130972065208,52.005226135253906,18294000.0,0.0,0.0,0.06,0.15,0.2,-0.65,0.19,0.004,0.507819,2591.13,3.55,5.57,6969.76,297.32,3.51,3.99,59.19,57.34,113.9,1.16,1.3145,3.01,1.13,1.86,0.0,0.0,0.0,9.4,52.36982345581055,52.00123977661133,51.528907775878906,52.00871810393824,51.68801617968833,51.33089649724066,52.40324137859067,52.263590652733676,51.863079396823125,51.754346903291136,51.57230157374721,50.99024068806523,51.98407897949219,51.120666885375975,0.3008723993353989,1.2173194765557558,134752.30159584046,0.020070481193359302,488.84912567138673,5.5324649798515,24356.622000000003,275.65183441294215,64.59742134026206,0.9430231332091523,0.8062877323029463,50.57965641021728,52.688567949116305,48.47074487131826
2017-11-07,52.35286220721471,52.54040136349591,52.021186857409866,52.489524841308594,26104000.0,0.0,0.0,-0.2,-1.43,-0.41,0.48,-0.13,0.004,0.498787,2590.64,3.57,5.59,7126.63,292.42,3.5,3.99,59.19,57.19,113.9,1.1577,1.3152,3.07,1.1,1.88,0.0,0.0,0.0,9.89,52.005226135253906,52.01968765258789,51.524417877197266,52.32543620732043,51.87105742948258,51.522423913198075,52.49950469935968,52.146875152960966,51.92143361370086,51.97130972065208,51.30595511548953,51.18824848486754,52.177100372314456,51.43937759399414,0.23451956344645705,1.0999382517016123,135981.4626348877,0.020261219095936294,519.121400680542,5.307327782409582,25621.4296,261.9451345347477,67.01991849239843,0.9755365321992997,0.840137492282217,50.74073257446289,52.91880080497061,48.56266434395517
2017-11-08,52.372813332976186,53.00325221291382,52.22318612791793,52.78379821777344,24276000.0,0.0,0.0,0.12,-0.04,-0.59,0.55,-0.09,0.004,0.490196,2594.38,3.67,5.7,7467.96,307.91,3.57,3.99,59.19,56.82,113.62,1.1591,1.3108,3.16,1.09,1.87,0.0,0.0,0.0,9.78,52.489524841308594,52.36982345581055,52.00123977661133,52.35286220721471,52.00871810393824,51.68801617968833,52.54040136349591,52.40324137859067,52.263590652733676,52.021186857409866,51.754346903291136,51.57230157374721,52.333612060546876,51.772702026367185,0.3296488610450396,0.9207347760225175,136941.23042022705,0.020345438221971743,516.2255465698241,5.397110863667158,25373.0364,265.2737573887962,75.31878312794612,1.0133675667705546,0.8747835071798846,50.87200756072998,53.212683850861566,48.5313312705984
2017-11-09,52.27057241448373,52.41421393075756,51.66457097358207,52.25660705566406,35892000.0,0.0,0.0,-0.41,0.0,0.24,0.0,0.06,0.004,0.482041,2584.62,3.79,5.83,7156.0,320.72,3.6,3.99,59.19,57.16,113.4,1.1648,1.3133,3.18,1.09,1.87,0.0,0.0,0.0,10.5,52.78379821777344,52.005226135253906,52.01968765258789,52.372813332976186,52.32543620732043,51.87105742948258,53.00325221291382,52.49950469935968,52.146875152960966,52.22318612791793,51.97130972065208,51.30595511548953,52.38099594116211,52.053507232666014,0.2875884918190297,0.43124648202263743,135063.47172821045,0.020218293928500563,548.6943740844727,4.9768149797632635,27138.51,246.1540512818559,67.94724306710862,0.9894037824427784,0.8977075622324635,50.9769229888916,53.370410921111855,48.58343505667135
2017-11-10,52.06458307214687,52.20224270054309,51.93241065030049,52.078548431396484,19442000.0,0.0,0.0,0.01,0.06,-0.42,0.22,0.11,0.004,0.47432,2582.3,3.76,5.85,6577.62,298.04,3.69,3.99,59.19,56.75,113.62,1.1656,1.3101,3.17,1.17,1.88,0.0,0.0,0.0,11.29,52.25660705566406,52.489524841308594,52.36982345581055,52.27057241448373,52.35286220721471,52.00871810393824,52.41421393075756,52.54040136349591,52.40324137859067,51.66457097358207,52.021186857409866,51.754346903291136,52.322740936279295,52.10577812194824,0.3182805390971895,0.3943198396592084,134482.43561439516,0.020167505026418862,587.9668117904663,4.612799141134197,29154.167,228.72433239651696,78.49082233690355,0.9451493741823711,0.9071959246224451,51.06739902496338,53.48489973156865,48.649898318358105
2017-11-13,51.91146068707919,52.30747944691299,51.83465121405361,51.93141174316406,18814000.0,0.0,0.0,0.09,-0.29,0.09,0.04,-0.81,0.004,0.453096,2584.84,3.77,5.87,6535.87,315.56,3.69,3.99,59.19,56.77,113.62,1.1656,1.3101,3.13,1.16,1.88,0.0,0.0,0.0,11.5,52.078548431396484,52.78379821777344,52.005226135253906,52.06458307214687,52.372813332976186,52.32543620732043,52.20224270054309,53.00325221291382,52.49950469935968,51.93241065030049,52.22318612791793,51.97130972065208,52.30797805786133,52.14602851867676,0.3378028944111116,0.3465410857552583,134234.3903302002,0.02009076443503521,597.2112350463867,4.515771007430781,29725.660000000003,224.7685002013042,75.6226447330529,0.8879687843280948,0.9033504965635751,51.14682750701904,53.568476726826184,48.7251782872119
2017-11-14,51.757838870432664,51.98627331281394,51.33937281741557,51.95335388183594,21012000.0,0.0,0.0,-0.22,-0.06,0.01,0.93,-0.5,0.004,0.445813,2578.87,3.84,5.93,6605.0,335.04,3.66,3.99,59.19,55.67,113.5,1.1764,1.3128,3.06,1.12,1.87,0.0,0.0,0.0,11.59,51.93141174316406,52.25660705566406,52.489524841308594,51.91146068707919,52.27057241448373,52.35286220721471,52.30747944691299,52.41421393075756,52.54040136349591,51.83465121405361,51.66457097358207,52.021186857409866,52.2007438659668,52.18892211914063,0.3506231573838828,0.2814923787248478,133980.94572525023,0.02014578233116757,602.1393714904785,4.482597847787529,29889.1033,222.50800473856364,75.00785047404321,0.8348002445434091,0.889640446159542,51.22323837280273,53.64544715401566,48.8010295915898
2017-11-15,51.62217578385494,51.853102692605546,51.41069763479561,51.692501068115234,18106000.0,0.0,0.0,-0.52,0.05,0.22,-0.05,0.17,0.004,0.438316,2564.62,3.97,6.02,7294.0,331.81,3.6,3.99,59.19,55.28,113.15,1.1794,1.3165,3.16,1.08,1.85,0.0,0.0,0.0,13.13,51.95335388183594,52.078548431396484,52.78379821777344,51.757838870432664,52.06458307214687,52.372813332976186,51.98627331281394,52.20224270054309,53.00325221291382,51.33937281741557,51.93241065030049,52.22318612791793,51.98248443603516,52.15804824829102,0.20731549906620184,0.3188205473500117,132571.62208930968,0.020156007855571256,678.7225390243531,3.9369734728393375,33673.4606,195.32506068159887,71.31840687183676,0.7628218166142275,0.8642767202504791,51.28226718902588,53.68897953180834,48.87555484624342
2017-11-16,51.809214336526395,52.45810884917471,51.77180848366415,52.29401397705078,23768000.0,0.0,0.0,1.01,0.85,-0.54,0.54,-0.04,0.004,0.430601,2585.64,3.79,5.87,7838.53,330.21,3.62,3.99,59.19,55.14,112.89,1.1772,1.3197,3.09,1.1,1.84,0.0,0.0,0.0,11.76,51.692501068115234,51.93141174316406,52.25660705566406,51.62217578385494,51.91146068707919,52.27057241448373,51.853102692605546,52.30747944691299,52.41421393075756,51.41069763479561,51.83465121405361,51.66457097358207,51.9899658203125,52.1854808807373,0.21996957368687375,0.31739152205255927,135213.49429962158,0.020224785265854073,614.9776043701172,4.446766114744016,30407.126399999997,219.8671599769048,59.822566447642615,0.7457192710393343,0.8405652304082503,51.39855422973633,53.762309189641826,49.03479926983083
2017-11-17,52.36035026862877,52.42019963198896,51.558833804192986,51.66656494140625,26712000.0,0.0,0.0,-0.14,0.72,0.29,-0.17,0.46,0.004,0.422666,2578.85,3.76,5.84,7714.71,332.31,3.61,3.99,59.19,56.21,111.98,1.1799,1.3222,3.04,1.06,1.86,0.0,0.0,0.0,11.43,52.29401397705078,51.95335388183594,52.078548431396484,51.809214336526395,51.757838870432664,52.06458307214687,52.45810884917471,51.98627331281394,52.20224270054309,51.77180848366415,51.33937281741557,51.93241065030049,51.907569122314456,52.11515502929687,0.2531509548065701,0.34840441343941403,133240.3209991455,0.02003473049656201,590.5488372802735,4.52025544521888,29476.2555,225.62097495977693,51.57799144773089,0.67376870091028,0.8072059245086562,51.47541389465332,53.76418328664732,49.18664450265933
2017-11-20,51.67204901870388,51.80671768865899,51.50645868692184,51.60521697998047,17526000.0,0.0,0.0,0.21,0.62,0.02,0.26,0.0,0.004,0.397716,2582.14,3.7,5.81,8256.01,368.24,3.6,3.99,59.19,56.21,112.49,1.1741,1.3241,3.04,1.07,1.85,0.0,0.0,0.0,10.65,51.66656494140625,51.692501068115234,51.93141174316406,52.36035026862877,51.62217578385494,51.91146068707919,52.42019963198896,51.853102692605546,52.30747944691299,51.558833804192986,51.41069763479561,51.83465121405361,51.84233016967774,52.07515411376953,0.28544236124706723,0.38361184631537554,133251.89497268677,0.019985444933321207,549.5955608367921,4.845555729992785,27499.791,242.45423243734044,50.913630866262935,0.6048250413403338,0.7667297478749918,51.597910499572755,53.60927045613453,49.58655054301098
2017-11-21,51.87355107525128,52.38977464803485,51.82866405428301,52.385284423828125,22206000.0,0.0,0.0,0.67,0.36,-0.33,0.03,-0.58,0.004,0.389288,2599.03,3.66,5.78,8109.0,361.51,3.56,3.99,59.19,56.84,112.46,1.1741,1.3232,3.05,1.06,1.84,0.0,0.0,0.0,9.73,51.60521697998047,52.29401397705078,51.95335388183594,51.67204901870388,51.809214336526395,51.757838870432664,51.80671768865899,52.45810884917471,51.98627331281394,51.50645868692184,51.77180848366415,51.33937281741557,51.92871627807617,52.06473007202148,0.377845744052613,0.3723519154738731,136150.925776062,0.020155705868062722,509.7088174438477,5.383888035451981,25288.561900000004,267.11483338660497,54.06898319983627,0.6061443629375844,0.7346126708875104,51.752053833007814,53.47447071313698,50.02963695287865
2017-11-22,52.42817919299653,52.641152817241625,52.233162660890024,52.466087341308594,14538000.0,0.0,0.0,-0.05,0.08,-0.07,-0.22,0.23,0.004,0.380833,2597.08,3.7,5.76,8250.0,381.73,3.52,3.99,59.19,57.88,111.62,1.1789,1.3291,3.05,1.03,1.84,0.0,0.0,0.0,9.88,52.385284423828125,51.66656494140625,51.692501068115234,51.87355107525128,52.36035026862877,51.62217578385494,52.38977464803485,52.42019963198896,51.853102692605546,51.82866405428301,51.558833804192986,51.41069763479561,52.08343353271484,52.032958984375,0.4136280076840502,0.3130048242236701,136258.62611236572,0.020201952631143077,518.364942932129,5.310327352027842,25659.150400000002,262.86208212339864,54.66817695774948,0.6067162081710507,0.7090333783442185,51.90283050537109,53.26782052660887,50.53784048413331
2017-11-23,52.58928283024765,52.87258173793502,52.46608705681378,52.695518493652344,16492000.0,0.0,0.0,0.21,0.01,-0.43,0.04,-0.07,0.004,0.37235,2602.42,3.7,5.76,8031.16,406.61,3.53,3.99,59.19,58.94,111.54,1.1936,1.3336,3.05,1.05,1.84,0.0,0.0,0.0,9.67,52.466087341308594,51.60521697998047,52.29401397705078,52.42817919299653,51.67204901870388,51.809214336526395,52.641152817241625,51.80671768865899,52.45810884917471,52.233162660890024,51.50645868692184,51.77180848366415,52.163734436035156,52.07685012817383,0.4955843055075381,0.3728941610919801,137135.87123825072,0.02024866020518046,509.56566383361815,5.449375801436849,25165.4014,269.1227827065329,53.493752877594126,0.6185522904278713,0.6909371607609491,52.06517868041992,52.85029505886532,51.28006230197452
2017-11-24,52.58928283024765,52.87258173793502,52.46608705681378,52.695518493652344,16492000.0,0.0,0.0,0.21,0.01,-0.43,0.04,-0.07,0.004,0.363833,2602.42,3.67,5.76,8215.01,470.98,3.53,3.99,59.19,58.94,111.54,1.1936,1.3336,3.05,1.05,1.84,0.0,0.0,0.0,9.67,52.695518493652344,52.385284423828125,51.66656494140625,52.58928283024765,51.87355107525128,52.36035026862877,52.87258173793502,52.38977464803485,52.42019963198896,52.46608705681378,51.82866405428301,51.558833804192986,52.36952514648438,52.13854713439942,0.4489662878412536,0.421127185173108,137135.87123825072,0.02024866020518046,509.56566383361815,5.449375801436849,25165.4014,269.1227827065329,58.035295916252764,0.6207765452965788,0.6769050376680752,52.122162628173825,52.91700060825965,51.327324648088
2017-11-27,52.797768074259736,53.51948033377634,52.608234937652824,53.46810531616211,35430000.0,0.0,0.0,-0.06,-0.3,0.01,0.61,-0.17,0.004,0.338088,2601.42,3.66,5.73,9768.71,477.53,3.53,3.99,59.19,58.1,111.0,1.1911,1.3333,2.88,1.05,1.83,0.0,0.0,0.0,9.87,52.695518493652344,52.466087341308594,51.60521697998047,52.58928283024765,52.42817919299653,51.67204901870388,52.87258173793502,52.641152817241625,51.80671768865899,52.46608705681378,52.233162660890024,51.50645868692184,52.742102813720706,52.29221649169922,0.4286384652828339,0.5854542518883122,139092.99853157043,0.02055343047667343,527.73019947052,5.4172290925908,25676.0154,263.5681220181135,60.67515448664365,0.6770756761740202,0.6769391653692642,52.21912250518799,53.167526290375875,51.270718720000104
2017-11-28,53.566858587958606,53.866615291723214,52.59676089996216,53.033180236816406,36424000.0,0.0,0.0,1.06,0.57,0.87,0.28,0.0,0.004,0.329476,2627.04,3.67,5.75,9949.0,468.52,3.55,3.99,59.19,57.96,111.13,1.1878,1.3231,2.88,1.04,1.84,0.0,0.0,0.0,10.03,53.46810531616211,52.695518493652344,52.385284423828125,52.797768074259736,52.58928283024765,51.87355107525128,53.51948033377634,52.87258173793502,52.38977464803485,52.608234937652824,52.46608705681378,51.82866405428301,52.87168197631836,52.40019912719727,0.389992513278475,0.614853825176773,139320.28580932616,0.020187427688555228,531.9227977752686,5.287450385076028,26349.211199999998,261.91798412962703,52.638350105823335,0.6787738416011422,0.6773061006156399,52.29456062316895,53.25028999922697,51.338831247110924
2017-11-29,52.67855581656387,52.807737281049725,51.355332434581904,51.74087905883789,55866000.0,0.0,0.0,0.02,0.35,1.51,0.76,0.5,0.004,0.320849,2626.07,3.64,5.74,9935.98,434.01,3.6,3.99,59.19,57.25,111.75,1.1858,1.3436,3.06,1.08,1.84,0.0,0.0,0.0,10.7,53.033180236816406,52.695518493652344,52.466087341308594,53.566858587958606,52.58928283024765,52.42817919299653,53.866615291723214,52.87258173793502,52.641152817241625,52.59676089996216,52.46608705681378,52.233162660890024,52.72664031982422,52.40503692626953,0.6358851038697679,0.6088275986338999,135875.17027004244,0.01970277976665134,553.6274059295654,4.835591654478631,28098.949,245.42687343282861,45.3005115283553,0.5692794459961732,0.6557007696917465,52.28154258728027,53.26089525336806,51.30218992119248
2017-11-30,51.86856437876525,52.078044746617984,51.376283611674005,51.68052673339844,45092000.0,0.0,0.0,0.82,-0.61,-0.51,-0.21,0.14,0.004,0.312204,2647.58,3.61,5.78,9903.0,434.0,3.61,3.99,59.19,57.4,112.3,1.1898,1.3506,3.06,1.15,1.86,0.0,0.0,0.0,11.28,51.74087905883789,53.46810531616211,52.695518493652344,52.67855581656387,52.797768074259736,52.58928283024765,52.807737281049725,53.51948033377634,52.87258173793502,51.355332434581904,52.608234937652824,52.46608705681378,52.523641967773436,52.3436882019043,0.7913189739696526,0.6507253788600822,136828.32896881102,0.019519911216355813,582.9563415527343,4.581602918206495,29864.7024,234.71433092701162,46.293307281428454,0.4721912930398844,0.6189988743613741,52.2645845413208,53.27430319468939,51.254865887952214
2017-12-01,51.39324232766757,51.73389813822419,50.71941187680919,51.12690353393555,37762000.0,0.0,0.0,-0.22,-0.32,0.38,-0.41,0.38,0.004,0.303538,2642.22,3.63,5.77,10869.84,463.82,3.52,3.99,59.19,58.35,111.88,1.191,1.3505,2.84,1.1,1.86,0.0,0.0,0.0,11.43,51.68052673339844,53.033180236816406,52.695518493652344,51.86856437876525,53.566858587958606,52.58928283024765,52.078044746617984,53.866615291723214,52.87258173793502,51.376283611674005,52.59676089996216,52.46608705681378,52.20991897583008,52.28972206115723,0.9917117787315766,0.7305961981726053,135088.52705543517,0.019349979691485095,584.3805073928833,4.4730410151815745,30200.574599999996,231.1651520864811,43.036164490558264,0.3465803049484393,0.5645151604787872,52.202438545227054,53.33090058235588,51.07397650809823
2017-12-04,51.26306249360319,51.43962723951296,50.33635633625622,50.468528747558594,38778000.0,0.0,0.0,-0.1,-0.13,1.23,0.96,0.52,0.004,0.273696,2639.44,3.58,5.74,11643.98,468.22,3.52,3.99,59.19,57.48,112.8,1.1848,1.3465,2.91,1.08,1.87,0.0,0.0,0.0,11.68,51.12690353393555,51.74087905883789,53.46810531616211,51.39324232766757,52.67855581656387,52.797768074259736,51.73389813822419,52.807737281049725,53.51948033377634,50.71941187680919,51.355332434581904,52.608234937652824,51.61000366210938,52.17605323791504,0.9465574665911796,0.9142652853901232,133208.65351745606,0.019120922830732794,589.4724157714844,4.320931981013595,30828.6592,225.97925857940191,38.42361291199418,0.1916975785567061,0.4899516440943711,52.125603675842285,53.494295307148,50.75691204453657
2017-12-05,50.42463971165574,51.70596705397607,49.99221209184266,50.85407638549805,38998000.0,0.0,0.0,-0.43,-0.47,-0.23,0.22,-0.19,0.004,0.261835,2629.57,3.57,5.74,11718.35,457.3,3.48,3.99,59.19,57.66,112.76,1.182,1.345,2.86,1.06,1.86,0.0,0.0,0.0,11.33,50.468528747558594,51.68052673339844,53.033180236816406,51.26306249360319,51.86856437876525,53.566858587958606,51.43962723951296,52.078044746617984,53.866615291723214,50.33635633625622,51.376283611674005,52.59676089996216,51.1741828918457,52.02293243408203,0.5431804295080349,0.9995729317023617,133724.3536410141,0.019339312584226664,576.1766854476929,4.48844055614232,29793.028100000003,232.08893902123654,43.587447437432274,0.09892206228990119,0.4117457277334771,52.043831253051756,53.512727234139504,50.57493527196401
2017-12-06,50.700456568515584,51.85060845905938,50.64010491167287,51.50845718383789,28710000.0,0.0,0.0,-0.09,-0.51,-0.53,0.41,-0.52,0.004,0.248934,2629.27,3.63,5.77,14090.0,432.49,3.48,3.99,59.19,55.79,112.32,1.1788,1.3382,2.86,1.03,1.86,0.0,0.0,0.0,11.02,50.85407638549805,51.12690353393555,51.74087905883789,50.42463971165574,51.39324232766757,52.67855581656387,51.70596705397607,51.73389813822419,52.807737281049725,49.99221209184266,50.71941187680919,51.355332434581904,51.127698516845705,51.92716941833496,0.4898904691381713,0.9982711372720328,135429.64121974944,0.0195904022743704,567.6231981658935,4.674084432213573,28974.555399999997,238.59052759480255,44.03992249738139,0.07730869229270354,0.3448583206453224,51.98006420135498,53.42422578386791,50.535902618842044
2017-12-07,51.67554166991319,52.31645265649575,51.64012978440114,52.099491119384766,30866000.0,0.0,0.0,0.42,0.27,-0.2,-0.23,0.13,0.004,0.234986,2636.98,3.63,5.79,17390.01,433.28,3.53,3.99,59.19,56.5,112.7,1.179,1.3432,2.81,1.08,1.87,0.0,0.0,0.0,10.16,51.50845718383789,50.468528747558594,51.68052673339844,50.700456568515584,51.26306249360319,51.86856437876525,51.85060845905938,51.43962723951296,52.078044746617984,50.64010491167287,50.33635633625622,51.376283611674005,51.211491394042966,51.867566680908205,0.6252252156218312,0.9645215840922032,137385.31609199525,0.019757256756521548,529.3308297729492,5.127897622087455,26791.716800000002,259.54502013285423,53.30123397681123,0.1066421358166707,0.2972150836795921,51.972208404541014,53.411737953462705,50.532678855619324
2017-12-08,52.46059924785994,52.69052917306333,52.16383347586931,52.33940124511719,31170000.0,0.0,0.0,0.51,-0.44,-0.13,-0.07,0.16,0.004,0.219986,2651.5,3.63,5.8,16367.03,463.45,3.54,3.99,59.19,57.15,113.55,1.1761,1.3367,2.78,1.1,1.88,0.0,0.0,0.0,9.58,52.099491119384766,50.85407638549805,51.12690353393555,51.67554166991319,50.42463971165574,51.39324232766757,52.31645265649575,51.70596705397607,51.73389813822419,51.64012978440114,49.99221209184266,50.71941187680919,51.4539909362793,51.83195495605469,0.7960247589029552,0.9367294568457712,138777.92240142822,0.019739544049678197,501.41146392822264,5.463397349806231,25401.37,276.7742413630049,55.450707125572414,0.14754701315665386,0.2672814695750045,51.98525104522705,53.433537542900204,50.5369645475539
2017-12-11,52.42568528141546,52.66958056252466,52.07704981226167,52.46857833862305,23254000.0,0.0,0.0,0.26,-0.44,-0.19,-0.05,0.07,0.004,0.169812,2659.99,3.61,5.78,16885.76,518.0,3.52,3.99,59.19,57.84,113.34,1.1802,1.3363,2.81,1.06,1.88,0.0,0.0,0.0,9.34,52.33940124511719,51.50845718383789,50.468528747558594,52.46059924785994,50.700456568515584,51.26306249360319,52.69052917306333,51.85060845905938,51.43962723951296,52.16383347586931,50.64010491167287,50.33635633625622,51.854000854492185,51.73200225830078,0.6694837312061916,0.7835499410002532,139565.8936949539,0.019725103530980195,490.05652168273923,5.617614792556223,24844.306599999996,284.7951982920789,50.683540688230295,0.1882182719430645,0.2514688300486165,52.012109375,53.47603090413132,50.54818784586868
2017-12-12,52.37032004218111,52.99377623315946,52.11445337786602,52.3089714050293,33882000.0,0.0,0.0,0.07,-0.44,0.5,0.03,0.09,0.004,0.152936,2664.11,3.58,5.77,17730.12,686.82,3.52,3.99,59.19,57.12,113.62,1.1725,1.3323,2.87,1.06,1.89,0.0,0.0,0.0,9.92,52.46857833862305,52.099491119384766,50.85407638549805,52.42568528141546,51.67554166991319,50.42463971165574,52.66958056252466,52.31645265649575,51.70596705397607,52.07704981226167,51.64012978440114,49.99221209184266,52.144979858398436,51.65958137512207,0.3796838224070522,0.6760124926255523,139356.85380985262,0.019634688961297546,518.9049963378906,5.273076479260535,26427.9712,268.5592050814465,48.72386012719525,0.20520610367488246,0.24221628477386967,52.02989025115967,53.49943485102107,50.56034565129827
2017-12-13,52.474066394835276,52.64364466243301,52.19974413222148,52.43965148925781,27680000.0,0.0,0.0,0.02,0.62,-0.89,0.28,-0.07,0.004,0.136174,2662.85,3.64,5.77,16689.61,711.94,3.48,3.99,59.19,56.59,113.19,1.1762,1.3365,2.87,1.06,1.88,0.0,0.0,0.0,10.18,52.3089714050293,52.33940124511719,51.50845718383789,52.37032004218111,52.46059924785994,50.700456568515584,52.99377623315946,52.69052917306333,51.85060845905938,52.11445337786602,52.16383347586931,50.64010491167287,52.33121871948242,51.72945861816406,0.14567507328369078,0.7200314646142579,139638.92596817017,0.019693054919476222,533.8356521606445,5.1512377187505525,27107.813,261.57636387390585,47.88865078254249,0.22660174945820444,0.23909337771073663,52.067247772216795,53.53866509439189,50.5958304500417
