date,open,high,low,volume,dividends,stock_splits,Mkt-RF,SMB,HML,RMW,CMA,RF,ads_index,SP500,BAMLH0A0HYM2,BAMLH0A0HYM2EY,CBBTCUSD,CBETHUSD,DAAA,DBAA,DCOILBRENTEU,DCOILWTICO,DEXJPUS,DEXUSEU,DEXUSUK,DHHNGSP,T10Y3M,T10YIE,USRECD,USRECDM,USRECDP,VIXCLS,close_lag1,close_lag3,close_lag5,open_lag1,open_lag3,open_lag5,high_lag1,high_lag3,high_lag5,low_lag1,low_lag3,low_lag5,close_ma5,close_ma10,close_vol5,close_vol10,close_SP500_product,close_SP500_ratio,close_VIXCLS_product,close_VIXCLS_ratio,SP500_VIXCLS_product,SP500_VIXCLS_ratio,RSI,MACD,MACD_signal,MA20,BB_upper,BB_lower,close
2015-01-14,-1.3620065704672042,-1.3568592434691247,-1.3595334375563346,0.9847717203838979,0.0,-0.02075689697621009,-0.5426565250473173,0.40657045715942014,-0.5411765472979208,0.3306511025192477,-0.2910592151150655,-0.8263403318134118,-0.030394207958939237,-1.2826770522044162,0.7699531372531377,0.14445146918111568,-0.9154324746035674,-0.7854071029625321,-0.21924789413194942,-0.26368828475465594,-0.3769107268251971,-0.6408478538884287,0.026355223547116908,1.082649640806233,2.0418573027475015,-0.03549514450812975,0.9772368716383214,-0.9935363767503316,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,0.3828434562160999,-1.3597718199936553,-1.359164701914907,-1.3508267381658492,-1.3579884186605151,-1.3479634772655247,-1.3419726875919222,-1.3554321667742855,-1.3533100288962767,-1.34716123825546,-1.3598440790444617,-1.3557355608186255,-1.3465065681153352,-1.35864553271965,-1.345971565855614,-0.8914645539415065,-0.7264852016574856,-1.099302253179985,-1.9963417590925898,-0.9435205573524608,-1.5081642528541594,-0.5388024447332794,-1.4779144201055006,-2.2388116276381336,-0.4152507863569318,-0.3170583900306167,-1.3268090663575798,-1.3132240751120026,-1.3369224570208558,25.2340145111084
2015-01-15,-1.3500752069923063,-1.3547853959248608,-1.354046541581462,0.8839538960582697,0.0,-0.02075689697621009,-0.9490991841316053,-1.4020243621000004,0.6533731110077001,1.3279068531957736,1.2969095290042532,-0.8263403318134118,-0.03329025450491651,-1.3042245151680234,0.7953836261587526,0.1304269960584365,-0.9102129383780702,-0.7854071029625321,-0.2460719422996289,-0.26368828475465594,-0.3769107268251971,-0.7546427162853068,0.040387217913242235,0.692202825970097,1.9668601816681885,0.0747870541785217,0.8976502463251663,-0.9677322576190368,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,0.5039272345733634,-1.3539543717907234,-1.3643217707015256,-1.348345994950595,-1.3610178319649253,-1.3605640818875167,-1.3552827951349142,-1.3559055680328813,-1.36489730635871,-1.352719834438661,-1.3585611049025208,-1.36677295772285,-1.3588174266275101,-1.3594631796922176,-1.3495762125196435,-0.9238869875176008,-0.8108463880783138,-1.102797761487769,-1.982099155054993,-0.9213209650936381,-1.53426504716065,-0.49196417890273286,-1.5547860022617657,-2.2765909654145244,-0.4224418312977753,-0.3442482970467229,-1.3275597397816778,-1.3127895546975592,-1.3390120982082092,25.138254165649414
2015-01-16,-1.3581609361381162,-1.3532543870743192,-1.352507413126222,0.8018793393035722,0.0,-0.02075689697621009,1.1169843328801918,0.7503529434649299,-0.12851393806506992,-0.6282486577466426,-0.20636754876203514,-0.8263403318134118,-0.036155309660260586,-1.2732355563359536,0.7699531372531377,0.14445146918111568,-0.9105079394755929,-0.7854071029625321,-0.21924789413194942,-0.26368828475465594,-0.3769107268251971,-0.6408478538884287,0.0816577895783163,0.5401538259617952,1.9370668048010657,-0.061443897140283074,0.9573402153100327,-0.9161240193564475,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,0.3123221347552759,-1.3566588062146092,-1.3576429121119489,-1.3570709903229863,-1.3490834447491906,-1.3558705749404947,-1.3458783364204605,-1.3538311046005382,-1.3533100325708343,-1.3511873794133606,-1.3530726901313919,-1.3577177266252487,-1.3536391533766472,-1.356717009786647,-1.3522705248188065,-0.8437102677441879,-0.9566093681869922,-1.0957974322399022,-1.9837086040976402,-0.952734129404893,-1.4878425431395197,-0.568460811124011,-1.4321890537957267,-1.663778911260248,-0.40725194323346103,-0.3627392012624931,-1.328237539593407,-1.3129584037389734,-1.3402634716598958,25.459957122802734
2015-01-19,-1.3446096122131779,-1.3466292068552106,-1.3435573314625076,0.6352854517631866,0.0,-0.02075689697621009,0.05853990818152523,-1.088136005038448,-0.5411765472979208,0.02380317923416275,-0.9474196293510505,-0.8263403318134118,-0.04504489333730806,-1.269609558536164,0.7699531372531377,0.14445146918111568,-0.9088934901918811,-0.7854071029625321,-0.2728959904673084,-0.26368828475465594,-0.3769107268251971,-0.7320984510934724,0.166675167208369,0.6189940481883217,1.9678875394911928,-0.17172609582693452,0.9473918871458882,-0.9419281384877422,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,0.17127949183362845,-1.347573369571485,-1.3518236098900795,-1.3622298128878418,-1.357171223044661,-1.3589009515121304,-1.358483416290476,-1.3522996410733243,-1.3537835872879531,-1.362778180195146,-1.3515331356388174,-1.3564343407063062,-1.36468035295063,-1.3530855354626026,-1.3536141484403483,-0.9050867297106586,-1.035781434503594,-1.0956532399757937,-1.9903777003514442,-0.9820615873776032,-1.4560028971419616,-0.6373144202294935,-1.3444062730435737,-1.6198392344349286,-0.3948999114648078,-0.37488014473226394,-1.3298195414644267,-1.3146610360574933,-1.3417026067541962,25.43402099609375
2015-01-20,-1.3446096122131779,-1.3466292068552106,-1.3435573314625076,0.6352854517631866,0.0,-0.02075689697621009,0.05853990818152523,-1.088136005038448,-0.5411765472979208,0.02380317923416275,-0.9474196293510505,-0.8263403318134118,-0.04873451730088178,-1.269609558536164,0.7699531372531377,0.14445146918111568,-0.9093589225957459,-0.7854071029625321,-0.2728959904673084,-0.26368828475465594,-0.3769107268251971,-0.7320984510934724,0.166675167208369,0.6189940481883217,1.9678875394911928,-0.17172609582693452,0.9473918871458882,-0.9419281384877422,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,0.17127949183362845,-1.3483058497391145,-1.3545289062163772,-1.3555486830008818,-1.3436164648356503,-1.3469627695008672,-1.353788242391088,-1.3456724933183037,-1.3517084513941653,-1.3511873830890357,-1.342580576554247,-1.350944164400861,-1.3556220020908467,-1.3507904870768284,-1.353148399865674,-0.9475547903026713,-1.0243585513715012,-1.0956532399757937,-1.9903777003514442,-0.9820615873776032,-1.4560028971419616,-0.6373144202294935,-1.3444062730435737,-1.470382450625653,-0.3834050090075233,-0.3821251312985823,-1.3318593072621998,-1.3180240167002246,-1.3422360490216996,25.43402099609375
2015-01-21,-1.3473283502419047,-1.3379441625312685,-1.3432438232592498,0.609673533343281,0.0,-0.02075689697621009,0.3210341255067945,-1.3571831682340645,0.6425135686594672,0.3498290977245655,-0.03698421605597449,-0.8263403318134118,-0.05286791160267106,-1.2585230413016628,0.7445226483475238,0.15146370574245496,-0.9088934901918811,-0.7854071029625321,-0.21924789413194942,-0.26368828475465594,-0.3769107268251971,-0.6752010198950333,0.11549965834367677,0.6659227518945909,1.9226837952790052,-0.17172609582693452,0.9971335279666103,-0.8903199002251527,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,0.0328980308538988,-1.3483058497391145,-1.3454405740474131,-1.349727401793272,-1.3436164648356503,-1.355053119479689,-1.3568196952354241,-1.3456724933183037,-1.35017649142524,-1.351661081798952,-1.342580576554247,-1.3494041157805317,-1.3543381740121392,-1.346713519469922,-1.3509974707986674,-0.7957535651612614,-0.9382417876204073,-1.0887563583919675,-1.9496910636370006,-0.9997908448454529,-1.4067339032587705,-0.7010239760974954,-1.2429682768772576,-0.7438838839522831,-0.3424275988098636,-0.37912393844686226,-1.3330295383206225,-1.320820571808186,-1.3415602105571969,25.955230712890625
2015-01-22,-1.3301990365815919,-1.3142968568688658,-1.3256857146639733,1.1749984235571964,0.0,-0.02075689697621009,1.3032705516271572,0.7055117495989938,0.46876089108774055,-0.014552811176472863,-0.20636754876203514,-0.8263403318134118,-0.057446724720901045,-1.2225758490564615,0.6682311816306794,0.11640252293575794,-0.908843290425286,-0.7854071029625321,-0.152187773712751,-0.26368828475465594,-0.3769107268251971,-0.7782605179148474,0.12045212694348585,0.34680756669197965,1.8548781789607236,-0.16523890766889607,1.0269785124590431,-0.8903199002251527,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,-0.2930967570310419,-1.33358600413483,-1.3461732876562447,-1.3524336181169594,-1.3463358918685482,-1.3414940512432831,-1.3448772732430605,-1.336984869723151,-1.3435471954032099,-1.3495853149229102,-1.3422669815705783,-1.34044868332711,-1.3488461061984351,-1.3373274963423865,-1.3467083070969683,-0.4938008308973023,-0.7281812912257235,-1.0752784406161098,-1.9049959914576244,-1.0528491828991906,-1.2777288961923468,-0.8491054038436271,-0.9445724258380537,-0.007336731985379629,-0.2600966551959223,-0.359047872431091,-1.3333281080094388,-1.3220045588411007,-1.3408550714103735,26.798643112182617
2015-01-23,-1.309026938119897,-1.3051525232737888,-1.3059615023067204,0.5869720601983648,0.0,-0.02075689697621009,-0.432578304878656,0.6606705557330577,-0.8235246483519766,-0.12962078240837974,-1.1168029620571112,-0.8263403318134118,-0.06247260513379694,-1.2357012660122504,0.6936616705362941,0.10237804981307874,-0.9083053472474503,-0.7854071029625321,-0.3131320627188273,-0.26368828475465594,-0.3769107268251971,-0.8142239885780117,0.1105471897438677,0.09339256667814193,1.8240574442705944,-0.15875171951085787,0.9473918871458882,-0.9161240193564475,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,-0.25850139178610926,-1.3097666087969728,-1.3461732876562447,-1.3433421952544586,-1.329202237161604,-1.3414940512432831,-1.3529704966016796,-1.313330541319997,-1.3435471954032099,-1.3480528891341044,-1.3247040128158014,-1.34044868332711,-1.3473055269913772,-1.3284489849246215,-1.3408892160260233,-0.3326819828952432,-0.594487496871091,-1.0743664674538203,-1.866888702444546,-1.0412993330194498,-1.283539037085304,-0.8375876303789558,-0.9884001214645014,0.6161345772854852,-0.18183517387673304,-0.32618555511319264,-1.3332976858331012,-1.3218728799651682,-1.3409394190178667,27.030567169189453
2015-01-26,-1.3041388773548606,-1.3105945662190506,-1.311206089059448,-0.28814062508540833,0.0,-0.02075689697621009,0.3295016809043838,0.884876525062738,-0.04163759927920658,-0.8392066050051386,-0.14284879899726238,-0.8263403318134118,-0.07941962067982647,-1.2295961515058949,0.6597543519954747,0.08134134012906027,-0.9058585734385851,-0.7854071029625321,-0.28630801455114785,-0.26368828475465594,-0.3769107268251971,-0.8389153266452588,0.1584210528753535,0.11404119630890086,1.8918630605888758,-0.1847004721430112,0.9573402153100327,-0.8903199002251527,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,-0.41018876247542846,-1.3032166804264118,-1.3314487508417319,-1.3440751580391757,-1.3080247730986636,-1.3442143429765934,-1.339406612707998,-1.3041834920546826,-1.3348567556138433,-1.341421577355824,-1.3049743407122687,-1.340134987693555,-1.3383470091589973,-1.3208984355255993,-1.3352917108048374,-0.4096879089384047,-0.5822312941929649,-1.0764534144588072,-1.9000042197244436,-1.0784747567278983,-1.2321786806269706,-0.9123698907075051,-0.8327778970156801,1.063204299685903,-0.13628683140820488,-0.2901172144942523,-1.3333394256867441,-1.3220266076419236,-1.3408541937186231,26.76971435546875
2015-01-27,-1.3183663758226427,-1.3227314290809058,-1.3271822461620304,0.19010374250082818,0.0,-0.02075689697621009,-1.0591774043002664,1.1090824943924182,0.21899141707838343,-0.7241386337732316,1.0428345299451622,-0.8263403318134118,-0.08458792961137696,-1.2615002982810428,0.6851848409010894,0.09536581325173947,-0.9065297629104698,-0.7854071029625321,-0.2728959904673084,-0.26368828475465594,-0.3769107268251971,-0.7830914318845259,0.09568978394444164,0.26421304816895225,2.0028177054733387,-0.15875171951085787,0.967288543474177,-0.7612993045686798,-0.13897909469438915,-0.137360563948689,-0.13572417850765922,-0.18398829741240877,-1.310583605907021,-1.307621764269969,-1.3440751580391757,-1.3031354735624694,-1.3270752402550092,-1.339406612707998,-1.309627151169554,-1.3111947593850688,-1.341421577355824,-1.3102203791890241,-1.3225663820156512,-1.3383470091589973,-1.3177265358588157,-1.3325550621421252,-0.5888291855714506,-0.625965365602257,-1.088680781041185,-1.9423003238527867,-1.0441710413098284,-1.3401793907541646,-0.8122261611760226,-1.0762492573884217,0.3011460884948255,-0.1467380014238126,-0.26350623786449945,-1.3343363147341893,-1.3245861841417064,-1.3400777547535672,25.99513053894043
